name,publisher,releaseDate,url,summary
Is the apparel sector seeing the beginnings of a cloud investment boom?,Just Style,2021-09-21T00:00:00,https://www.just-style.com/features/is-the-apparel-sector-seeing-the-beginnings-of-a-cloud-investment-boom/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oftOPg/is-the-apparel-sector-seeing-the-beginnings-of-a-cloud-investment-boom""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Sept. 21, 2021, midnight"" datetime=""2021-09-21T00:00:00""> Sep 21, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/just-style"" target=""_blank"" rel=""noreferrer"" class="""">Just Style</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Cloud is one of the key themes across global industries, with top companies around the world completing cloud deals, hiring… Subscribe to Just StyleJoin over 70,000 apparel industry professionals by unlocking full access for just $1 (plus VAT if applicable)Already a Member?"
Five fossil fuel companies are suing governments for more than $18bn,The New Statesman,2021-09-17T06:38:06,https://www.newstatesman.com/chart-of-the-day/2021/09/five-fossil-fuel-companies-are-suing-governments-for-more-than-18bn,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ofJhEW/five-fossil-fuel-companies-are-suing-governments-for-more-than-18bn""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Sept. 17, 2021, 6:38 a.m."" datetime=""2021-09-17T06:38:06""> Sep 17, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/stephen-bush"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""132369"">Stephen Bush</a>&nbsp;<small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> By Nicu Calcea Machinery along a right of way for the Keystone XL pipeline near Oyen, Alberta, Canada, on Wednesday, Jan. 27, 2021. Photograph: Jason Franson/Bloomberg via Getty Images Five fossil fuel firms are suing governments in Europe and the US for more than $18.1bn (£13.1bn) after their profits were affected by climate change policies, research by Global Justice Now shows."
Chart of the Day,The New Statesman,2021-09-13T11:51:36,https://www.newstatesman.com/chart-of-the-day,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ofuXnh/chart-of-the-day""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Sept. 13, 2021, 11:51 a.m."" datetime=""2021-09-13T11:51:36""> Sep 13, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/ben-walker-23"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""383932"">Ben Walker</a></span><span>, <a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/michael-goodier"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""5560214"">Michael Goodier</a>&nbsp;<small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small></span><span>, <a href=""/aisha-majid"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""2216301"">Aisha Majid</a>&nbsp;<small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Latest in Chart of the Day"
How the NHS now dominates public spending,The New Statesman,2021-09-09T10:55:06,https://www.newstatesman.com/chart-of-the-day/2021/09/how-the-nhs-now-dominates-public-spending,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/osCyET/how-the-nhs-now-dominates-public-spending""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Sept. 9, 2021, 10:55 a.m."" datetime=""2021-09-09T10:55:06""> Sep 09, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/stephen-bush"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""132369"">Stephen Bush</a>&nbsp;<small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> By Nicu Calcea An NHS sign is pictured outside St Thomas' Hospital, near the Houses of Parliament. (BEN STANSALL/AFP via Getty Images.) Health and social care spending will soon account for 40 per cent of the UK government’s day-to-day spending,&nbsp;analysis by the Resolution Foundation&nbsp;shows. This figure is a dramatic increase compared with 2004-05, when it accounted for 28 per cent of spending."
How the NHS now dominates public spending,The New Statesman,2021-09-09T00:00:00,https://www.newstatesman.com/politics/2021/09/how-nhs-now-dominates-public-spending,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ofCeAQ/how-the-nhs-now-dominates-public-spending""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Sept. 9, 2021, midnight"" datetime=""2021-09-09T00:00:00""> Sep 09, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Health and social care spending will soon account for 40 per cent of the UK government’s day-to-day spending, analysis by the Resolution Foundation shows. This figure is a dramatic increase compared to 2004-05 when it accounted for 28 per cent of spending. Spending on the Department of Health and Social Care has increased at twice the rate of overall spending, while other departments have seen their budgets remain below pre-2010 levels."
Revealed: the mining companies best positioned to weather future industry disruption,Mining Technology,2021-08-23T18:32:30,https://www.mining-technology.com/features/revealed-the-mining-companies-best-positioned-to-weather-future-industry-disruption/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/o4ZcIs/revealed-the-mining-companies-best-positioned-to-weather-future-industry-disruption""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 23, 2021, 6:32 p.m."" datetime=""2021-08-23T18:32:30""> Aug 23, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/georges-corbineau"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""10891730"">Georges Corbineau</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/mining-technology"" target=""_blank"" rel=""noreferrer"" class="""">Mining Technology</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Fortescue Metals, the fourth biggest iron ore producer in the world, is the mining company best positioned to take advantage of future disruption in the industry, according to GlobalData analysts. The Australian firm comes top of the list in a ranking of overall leadership in the 10 themes that matter the most to the mining sector."
China’s income inequality is among the world’s worst,The New Statesman,2021-08-23T09:00:14,https://www.newstatesman.com/world/2021/08/china-s-income-inequality-among-world-s-worst,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/o4fn0L/chinas-income-inequality-is-among-the-worlds-worst""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 23, 2021, 9 a.m."" datetime=""2021-08-23T09:00:14""> Aug 23, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Despite the global recession triggered by the Covid-19 pandemic, China has managed to largely avoid the&nbsp;economic fallout. It reported a rise in GDP of 7.9 per cent for the second quarter of 2021 compared to the same period the year before&nbsp;– much&nbsp;higher than most developed nations. With annual growth rates averaging 10 per cent over the past 30 years, China has become the world’s fastest-growing major economy and the second largest economy overall behind&nbsp;the US."
How the US and the UK accept far fewer Afghan refugees than other countries,The New Statesman,2021-08-19T09:02:10,https://www.newstatesman.com/world/2021/08/how-us-and-uk-accept-far-fewer-afghan-refugees-other-countries,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/o4Vny1/how-the-us-and-the-uk-accept-far-fewer-afghan-refugees-than-other-countries""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 19, 2021, 9:02 a.m."" datetime=""2021-08-19T09:02:10""> Aug 19, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The Taliban’s takeover of Afghanistan has prompted the start of a mass exodus of people fleeing the country’s new government. Western countries have announced plans to accept some of these people, with the UK committing to welcome 20,000 people over the next five years, with women and religious minorities receiving priority access to the resettlement programme."
Is internet of things investment starting to boom in oil and gas?,Offshore Technology,2021-08-17T08:04:49,https://www.offshore-technology.com/features/oil-gas-sector-internet-of-things-investment-boom-start/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/o4Qka9/is-internet-of-things-investment-starting-to-boom-in-oil-and-gas""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 17, 2021, 8:04 a.m."" datetime=""2021-08-17T08:04:49""> Aug 17, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/offshore-technology"" target=""_blank"" rel=""noreferrer"" class="""">Offshore Technology</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The oil and gas industry is seeing changes in internet of things investment across several key metrics, according to an analysis of GlobalData figures. Internet of things is one of the key themes across global industries, with top companies around the world completing internet of things deals, hiring for internet of things roles and mentioning it in company reports at the start of 2021."
Is the apparel sector seeing the beginnings of an internet of things investment boom?,Just Style,2021-08-12T08:40:24,https://www.just-style.com/features/apparel-sector-beginnings-internet-of-things-investment-boom/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/o4T58w/is-the-apparel-sector-seeing-the-beginnings-of-an-internet-of-things-investment-boom""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 12, 2021, 8:40 a.m."" datetime=""2021-08-12T08:40:24""> Aug 12, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/just-style"" target=""_blank"" rel=""noreferrer"" class="""">Just Style</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The apparel industry is seeing changes in internet of things investment across several key metrics, according to an analysis of… Subscribe to Just StyleJoin over 70,000 apparel industry professionals by unlocking full access for just $1 (plus VAT if applicable)Already a Member?"
"Is the aerospace, defense & security sector seeing the beginnings of an internet of things investment boom?",Army Technology,2021-08-11T13:03:58,https://www.army-technology.com/features/is-the-aerospace-defense-security-sector-seeing-the-beginnings-of-an-internet-of-things-investment-boom/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/o4CYUn/is-the-aerospace-defense-security-sector-seeing-the-beginnings-of-an-internet-of-things-investment-boom""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 11, 2021, 1:03 p.m."" datetime=""2021-08-11T13:03:58""> Aug 11, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/army-technology"" target=""_blank"" rel=""noreferrer"" class="""">Army Technology</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The aerospace, defence &amp; security industry is seeing changes in internet of things investment across several key metrics, according to an analysis of GlobalData figures. Internet of things is one of the key themes across global industries, with top companies around the world completing internet of things deals, hiring for internet of things roles and mentioning it in company reports at the start of 2021."
Smoking-related cancers are twice as high among England’s poorest,The New Statesman,2021-08-03T10:00:37,https://www.newstatesman.com/politics/2021/08/smoking-related-cancers-are-twice-high-among-england-s-poorest,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohXVxW/smoking-related-cancers-are-twice-as-high-among-englands-poorest""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 3, 2021, 10 a.m."" datetime=""2021-08-03T10:00:37""> Aug 03, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Smoking is responsible for more than twice as many cancer diagnoses among England’s poorest residents than among its richest, according to estimates from Cancer Research UK published on Tuesday (3 August). The report estimates there are some 11,247 smoking-related cancer cases each year among those in England’s most deprived areas, compared to just 6,200 in the least deprived areas."
How the EU has overtaken the US on Covid-19 vaccines,The New Statesman,2021-07-26T00:00:00,https://www.newstatesman.com/world/2021/07/how-eu-has-overtaken-us-covid-19-vaccines,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohtXS0/how-the-eu-has-overtaken-the-us-on-covid-19-vaccines""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 26, 2021, midnight"" datetime=""2021-07-26T00:00:00""> Jul 26, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> After a relatively slow start, Covid-19 vaccination rates have risen across the European Union – and now surpass levels in the United States, official figures show. More than 57 per cent of EU residents had received at least one dose of a Covid-19 vaccine by 24 July, compared with 56 per cent of Americans. The UK is still ahead of both regions, with around 68.5 per cent of all Britons having received at least one dose."
Is the healthcare sector seeing the beginnings of a robotics investment boom?,hospitalmanagement.net,2021-07-24T08:07:35,https://www.hospitalmanagement.net/features/is-the-healthcare-sector-seeing-the-beginnings-of-a-robotics-investment-boom/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohFRD9/is-the-healthcare-sector-seeing-the-beginnings-of-a-robotics-investment-boom""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 24, 2021, 8:07 a.m."" datetime=""2021-07-24T08:07:35""> Jul 24, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/hospitalmanagement"" target=""_blank"" rel=""noreferrer"" class="""">hospitalmanagement.net</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The healthcare industry is seeing an increase in robotics investment across several key metrics, according to an analysis of GlobalData figures. Robotics is gaining an increasing presence across multiple industries, with top companies around the world completing more robotics deals, hiring for more robotics roles and mentioning it more frequently in company reports at the start of 2021."
Is the pharma sector seeing the beginnings of a robotics investment boom?,Clinical Trials Arena,2021-07-22T08:22:45,https://www.clinicaltrialsarena.com/analysis/is-the-pharma-sector-seeing-the-beginnings-of-a-robotics-investment-boom/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohqvng/is-the-pharma-sector-seeing-the-beginnings-of-a-robotics-investment-boom""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 22, 2021, 8:22 a.m."" datetime=""2021-07-22T08:22:45""> Jul 22, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/clinicaltrialsarena"" target=""_blank"" rel=""noreferrer"" class="""">Clinical Trials Arena</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The pharma industry is seeing an increase in robotics investment across several key metrics, according to an analysis of GlobalData figures. Robotics is gaining an increasing presence across multiple industries, with top companies around the world completing more robotics deals, hiring for more robotics roles and mentioning it more frequently in company reports at the start of 2021."
Is the mining sector seeing the beginnings of a robotics investment boom?,Mining Technology,2021-07-21T09:06:41,https://www.mining-technology.com/dashboards/is-the-mining-sector-seeing-the-beginnings-of-a-robotics-investment-boom/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohi82T/is-the-mining-sector-seeing-the-beginnings-of-a-robotics-investment-boom""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 21, 2021, 9:06 a.m."" datetime=""2021-07-21T09:06:41""> Jul 21, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/mining-technology"" target=""_blank"" rel=""noreferrer"" class="""">Mining Technology</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The mining industry is seeing an increase in robotics investment across several key metrics, according to an analysis of GlobalData figures. Robotics is gaining an increasing presence across multiple industries, with top companies around the world completing more robotics deals, hiring for more robotics roles and mentioning it more frequently in company reports at the start of 2021."
Which companies are leading the way for artificial intelligence in the pharma sector?,Pharmaceutical-Technology.com,2021-07-12T09:06:27,https://www.pharmaceutical-technology.com/features/which-companies-are-leading-the-way-for-artificial-intelligence-in-the-pharma-sector/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohhVtI/which-companies-are-leading-the-way-for-artificial-intelligence-in-the-pharma-sector""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 12, 2021, 9:06 a.m."" datetime=""2021-07-12T09:06:27""> Jul 12, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/pharmaceutical-technology"" target=""_blank"" rel=""noreferrer"" class="""">Pharmaceutical-Technology.com</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Bayer AG and Novartis AG are leading the way for artificial intelligence investment among top pharma companies according to our analysis of a range of GlobalData data. Artificial intelligence has become one of the key themes in the pharma sector of late, with companies hiring for increasingly more roles, making more deals, registering more patents and mentioning it more often in company filings."
UK Covid-19 rates highest of any European country after Cyprus,The New Statesman,2021-07-12T00:00:00,https://www.newstatesman.com/politics/2021/07/uk-covid-19-rates-highest-any-european-country-after-cyprus,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohhcr2/uk-covid-19-rates-highest-of-any-european-country-after-cyprus""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 12, 2021, midnight"" datetime=""2021-07-12T00:00:00""> Jul 12, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> UK Covid-19 cases have surged with 221,000 people testing positive in the UK in the week to 11 July, official figures show. In Europe, only Cyprus has a higher case rate – over 1,000 new daily cases per one million people – compared to Britain’s 461 new cases per million. Much of this growth was caused by a surge in the more infectious Delta and Delta-plus variants, which now account for nearly all new cases in the UK."
"Which companies are leading the way for artificial intelligence in the aerospace, defense & security sector?",Army Technology,2021-07-09T12:41:41,https://www.army-technology.com/features/which-companies-are-leading-the-way-for-artificial-intelligence-in-the-aerospace-defense-security-sector/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohVUdX/which-companies-are-leading-the-way-for-artificial-intelligence-in-the-aerospace-defense-security-sector""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 9, 2021, 12:41 p.m."" datetime=""2021-07-09T12:41:41""> Jul 09, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/army-technology"" target=""_blank"" rel=""noreferrer"" class="""">Army Technology</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Fujitsu Ltd and Honeywell International Inc are leading the way for artificial intelligence investment among top aerospace, defence &amp; security companies according to our analysis of a range of GlobalData data. Artificial intelligence has become one of the key themes in the aerospace, defence &amp; security sector of late, with companies hiring for increasingly more roles, making more deals, registering more patents and mentioning it more often in company filings."
Who is leading the way for artificial intelligence in banking & payments?,Private Banker International,2021-07-08T15:46:40,https://www.privatebankerinternational.com/analysis/which-companies-are-leading-the-way-for-artificial-intelligence-in-the-banking-payments-sector/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohHsDU/who-is-leading-the-way-for-artificial-intelligence-in-banking-payments""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 8, 2021, 3:46 p.m."" datetime=""2021-07-08T15:46:40""> Jul 08, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/privatebankerinternational"" target=""_blank"" rel=""noreferrer"" class="""">Private Banker International</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> We aggregated thousands of records from GlobalData’s proprietary jobs, deals, patents and company filings databases to identify the top companies in the area of artificial intelligence in the banking &amp; payments sector. Bank of America Corp and The Goldman Sachs Group Inc are leading the way for artificial intelligence investment among top banking &amp; payments companies according to our analysis of a range of GlobalData data."
Which companies are leading the way for artificial intelligence in the apparel sector?,Just Style,2021-07-08T08:41:12,https://www.just-style.com/features/which-companies-are-leading-the-way-for-artificial-intelligence-in-the-apparel-sector/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ohQnvn/which-companies-are-leading-the-way-for-artificial-intelligence-in-the-apparel-sector""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 8, 2021, 8:41 a.m."" datetime=""2021-07-08T08:41:12""> Jul 08, 2021 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/just-style"" target=""_blank"" rel=""noreferrer"" class="""">Just Style</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Levi Strauss &amp; Co and Skechers USA Inc are leading the way for artificial intelligence investment among top apparel companies… Subscribe to Just StyleJoin over 70,000 apparel industry professionals by unlocking full access for just $1 (plus VAT if applicable)Already a Member?"
