Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Spatial Accuracy,Latitude,Last Uploaded,Location,Socrata ID
NW6 3PG,NW6  3PG,NW6 3PG,Jan-80,0,525847,184216,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000966,,E02000181,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.186653,Postcode Level,51.542819,01/04/2018 09:47,"(51.542819, -0.186653)",1127164
NW6 3PH,NW6  3PH,NW6 3PH,Jan-80,0,525897,184266,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000966,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.185915,Postcode Level,51.543257,01/04/2018 09:47,"(51.543257, -0.185915)",1127165
NW6 3PJ,NW6  3PJ,NW6 3PJ,Jan-80,0,525768,184261,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000966,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.187776,Postcode Level,51.543241,01/04/2018 09:47,"(51.543241, -0.187776)",1127166
NW6 3PL,NW6  3PL,NW6 3PL,Jan-80,0,525571,184224,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000965,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.190628,Postcode Level,51.542952,01/04/2018 09:47,"(51.542952, -0.190628)",1127167
NW6 3PN,NW6  3PN,NW6 3PN,Jan-80,0,525535,184260,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000965,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.191134,Postcode Level,51.543284,01/04/2018 09:47,"(51.543284, -0.191134)",1127168
NW6 3PP,NW6  3PP,NW6 3PP,Jan-80,0,525611,184268,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000965,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.190036,Postcode Level,51.543339,01/04/2018 09:47,"(51.543339, -0.190036)",1127169
NW6 3PX,NW6  3PX,NW6 3PX,Jan-80,0,525782,184121,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000966,,E02000181,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.187624,Postcode Level,51.54198,01/04/2018 09:47,"(51.54198, -0.187624)",1127171
NW6 3PY,NW6  3PY,NW6 3PY,Jan-80,0,525879,184118,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000966,,E02000181,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.186227,Postcode Level,51.541931,01/04/2018 09:47,"(51.541931, -0.186227)",1127172
NW6 3QA,NW6  3QA,NW6 3QA,Jan-80,0,526011,184141,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000966,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.184316,Postcode Level,51.542108,01/04/2018 09:47,"(51.542108, -0.184316)",1127173
NW6 3QD,NW6  3QD,NW6 3QD,Jan-80,0,526119,184199,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000966,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.182714,Postcode Level,51.542608,01/04/2018 09:47,"(51.542608, -0.182714)",1127174
NW6 3QE,NW6  3QE,NW6 3QE,Jan-80,0,526259,184121,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000962,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.180724,Postcode Level,51.541875,01/04/2018 09:47,"(51.541875, -0.180724)",1127175
NW6 3QG,NW6  3QG,NW6 3QG,Jan-80,0,526259,184121,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000962,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.180749,Postcode Level,51.541873,01/04/2018 09:47,"(51.541873, -0.180749)",1127176
NW6 3QH,NW6  3QH,NW6 3QH,Oct-84,0,526191,184088,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000962,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.181741,Postcode Level,51.541592,01/04/2018 09:47,"(51.541592, -0.181741)",1127177
NW6 3QJ,NW6  3QJ,NW6 3QJ,Jan-80,0,526184,184197,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000962,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.181803,Postcode Level,51.542573,01/04/2018 09:47,"(51.542573, -0.181803)",1127178
NW6 3QL,NW6  3QL,NW6 3QL,Jan-80,0,526129,184318,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000962,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.182552,Postcode Level,51.543673,01/04/2018 09:47,"(51.543673, -0.182552)",1127179
NW6 3QN,NW6  3QN,NW6 3QN,Jan-80,0,525926,184562,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.185391,Postcode Level,51.545911,01/04/2018 09:47,"(51.545911, -0.185391)",1127180
NW6 3QP,NW6  3QP,NW6 3QP,Jan-80,0,525939,184613,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.185185,Postcode Level,51.546366,01/04/2018 09:47,"(51.546366, -0.185185)",1127181
NW6 3QR,NW6  3QR,NW6 3QR,Jan-80,0,525998,184629,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.184329,Postcode Level,51.546497,01/04/2018 09:47,"(51.546497, -0.184329)",1127182
NW6 3QS,NW6  3QS,NW6 3QS,Jan-80,0,526084,184634,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.183088,Postcode Level,51.546523,01/04/2018 09:47,"(51.546523, -0.183088)",1127183
NW6 3QT,NW6  3QT,NW6 3QT,Jan-80,0,526150,184651,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000960,,E02000182,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.18213,Postcode Level,51.546661,01/04/2018 09:47,"(51.546661, -0.18213)",1127184
NW6 3QX,NW6  3QX,NW6 3QX,Jan-80,0,526280,184573,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000960,,E02000182,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.180285,Postcode Level,51.545931,01/04/2018 09:47,"(51.545931, -0.180285)",1127185
NW6 3RE,NW6  3RE,NW6 3RE,Jan-80,0,525683,184116,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000965,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.189052,Postcode Level,51.541957,01/04/2018 09:47,"(51.541957, -0.189052)",1127187
NW6 3RF,NW6  3RF,NW6 3RF,Jan-80,0,525704,184068,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000966,,E02000181,,2D3,Cosmopolitans;Aspiring and affluent;EU white-collar workers,-0.188767,Postcode Level,51.541521,01/04/2018 09:47,"(51.541521, -0.188767)",1127188
NW6 3RG,NW6  3RG,NW6 3RG,Jan-80,0,525607,184339,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.190068,Postcode Level,51.543978,01/04/2018 09:47,"(51.543978, -0.190068)",1127189
NW6 3RH,NW6  3RH,NW6 3RH,Jan-80,0,525548,184339,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.190919,Postcode Level,51.543991,01/04/2018 09:47,"(51.543991, -0.190919)",1127190
NW6 3RL,NW6  3RL,NW6 3RL,Jan-80,0,525505,184340,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.191538,Postcode Level,51.544009,01/04/2018 09:47,"(51.544009, -0.191538)",1127191
NW6 3RN,NW6  3RN,NW6 3RN,Jan-80,0,525571,184338,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.190587,Postcode Level,51.543977,01/04/2018 09:47,"(51.543977, -0.190587)",1127192
NW6 3RP,NW6  3RP,NW6 3RP,Jan-80,0,525535,184338,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.191106,Postcode Level,51.543985,01/04/2018 09:47,"(51.543985, -0.191106)",1127193
NW6 3RQ,NW6  3RQ,NW6 3RQ,Jan-03,0,525620,184433,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.189822,Postcode Level,51.544822,01/04/2018 09:47,"(51.544822, -0.189822)",1127194
NW6 3RR,NW6  3RR,NW6 3RR,Jan-80,0,525579,184378,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.190458,Postcode Level,51.544334,01/04/2018 09:47,"(51.544334, -0.190458)",1127195
NW6 3RS,NW6  3RS,NW6 3RS,Jan-80,0,525578,184447,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.190423,Postcode Level,51.544957,01/04/2018 09:47,"(51.544957, -0.190423)",1127196
NW6 3RT,NW6  3RT,NW6 3RT,Apr-87,0,525562,184447,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.190678,Postcode Level,51.544958,01/04/2018 09:47,"(51.544958, -0.190678)",1127197
NW6 3RU,NW6  3RU,NW6 3RU,Oct-85,0,525612,184486,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000973,,E02000175,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.189944,Postcode Level,51.545298,01/04/2018 09:47,"(51.545298, -0.189944)",1127198
NW6 3RW,NW6  3RW,NW6 3RW,Mar-88,0,525544,184454,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000145,West Hampstead,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000968,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.190935,Postcode Level,51.545025,01/04/2018 09:47,"(51.545025, -0.190935)",1127199
NW6 3RX,NW6  3RX,NW6 3RX,Jan-80,0,525740,184491,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.188097,Postcode Level,51.545314,01/04/2018 09:47,"(51.545314, -0.188097)",1127200
NW6 3RY,NW6  3RY,NW6 3RY,Jan-80,0,525868,184486,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.186254,Postcode Level,51.545241,01/04/2018 09:47,"(51.545241, -0.186254)",1127201
NW6 3SG,NW6  3SG,NW6 3SG,Jan-80,0,526274,184144,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000962,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.180525,Postcode Level,51.542077,01/04/2018 09:47,"(51.542077, -0.180525)",1127202
NW6 3SH,NW6  3SH,NW6 3SH,Jan-80,0,526210,184228,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000962,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.181417,Postcode Level,51.542846,01/04/2018 09:47,"(51.542846, -0.181417)",1127203
NW6 3SJ,NW6  3SJ,NW6 3SJ,Jan-80,0,526181,184296,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000962,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.181811,Postcode Level,51.543463,01/04/2018 09:47,"(51.543463, -0.181811)",1127204
NW6 3SL,NW6  3SL,NW6 3SL,Jan-80,0,526107,184419,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.182833,Postcode Level,51.544585,01/04/2018 09:47,"(51.544585, -0.182833)",1127205
NW6 3SN,NW6  3SN,NW6 3SN,Jan-80,0,526048,184486,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.18366,Postcode Level,51.5452,01/04/2018 09:47,"(51.5452, -0.18366)",1127206
NW6 3SP,NW6  3SP,NW6 3SP,Jan-80,0,526037,184498,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.183803,Postcode Level,51.545304,01/04/2018 09:47,"(51.545304, -0.183803)",1127207
NW6 3SR,NW6  3SR,NW6 3SR,Jan-80,0,525971,184583,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000144,Swiss Cottage,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000964,,E02000181,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.184735,Postcode Level,51.546089,01/04/2018 09:47,"(51.546089, -0.184735)",1127208
NW6 4AA,NW6  4AA,NW6 4AA,Jan-80,0,525579,183709,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000930,,E02000185,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.190696,Postcode Level,51.538322,01/04/2018 09:47,"(51.538322, -0.190696)",1127211
NW6 4AB,NW6  4AB,NW6 4AB,Jan-80,0,525650,183752,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000930,,E02000185,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.189658,Postcode Level,51.538693,01/04/2018 09:47,"(51.538693, -0.189658)",1127212
NW6 4AD,NW6  4AD,NW6 4AD,Jan-80,0,525869,183889,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000935,,E02000185,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.186453,Postcode Level,51.539875,01/04/2018 09:47,"(51.539875, -0.186453)",1127213
NW6 4AE,NW6  4AE,NW6 4AE,Jan-80,0,525921,183910,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000935,,E02000185,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.185696,Postcode Level,51.540052,01/04/2018 09:47,"(51.540052, -0.185696)",1127214
NW6 4AG,NW6  4AG,NW6 4AG,Jan-80,0,525929,183913,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000935,,E02000185,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.18558,Postcode Level,51.540078,01/04/2018 09:47,"(51.540078, -0.18558)",1127215
NW6 4AH,NW6  4AH,NW6 4AH,Jan-80,0,525947,183920,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000935,,E02000185,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.185318,Postcode Level,51.540136,01/04/2018 09:47,"(51.540136, -0.185318)",1127216
NW6 4AJ,NW6  4AJ,NW6 4AJ,Feb-10,0,525970,183931,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000935,,E02000185,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.184982,Postcode Level,51.54023,01/04/2018 09:47,"(51.54023, -0.184982)",1127217
NW6 4AL,NW6  4AL,NW6 4AL,Jan-80,0,526013,183951,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000935,,E02000185,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.184355,Postcode Level,51.5404,01/04/2018 09:47,"(51.5404, -0.184355)",1127218
NW6 4AN,NW6  4AN,NW6 4AN,Jan-80,0,526026,183955,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000935,,E02000185,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.184167,Postcode Level,51.540433,01/04/2018 09:47,"(51.540433, -0.184167)",1127219
NW6 4AP,NW6  4AP,NW6 4AP,Jan-80,0,526046,183963,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000935,,E02000185,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.183876,Postcode Level,51.540501,01/04/2018 09:47,"(51.540501, -0.183876)",1127220
NW6 4AR,NW6  4AR,NW6 4AR,Jan-80,0,526119,183995,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000934,,E02000185,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.182812,Postcode Level,51.540772,01/04/2018 09:47,"(51.540772, -0.182812)",1127221
NW6 4AS,NW6  4AS,NW6 4AS,Jan-80,0,526142,184004,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000934,,E02000185,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.182477,Postcode Level,51.540848,01/04/2018 09:47,"(51.540848, -0.182477)",1127222
NW6 4AT,NW6  4AT,NW6 4AT,Jan-80,0,526153,184009,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000934,,E02000185,,3B1,Ethnicity central;Endeavouring ethnic mix;Striving service workers,-0.182317,Postcode Level,51.54089,01/04/2018 09:47,"(51.54089, -0.182317)",1127223
NW6 4AU,NW6  4AU,NW6 4AU,Jan-80,0,526168,184016,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000934,,E02000185,,3A1,Ethnicity central;Ethnic family life;Established renting families,-0.182098,Postcode Level,51.54095,01/04/2018 09:47,"(51.54095, -0.182098)",1127224
NW6 4AX,NW6  4AX,NW6 4AX,Jan-80,0,526188,184023,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000934,,E02000185,,3A1,Ethnicity central;Ethnic family life;Established renting families,-0.181808,Postcode Level,51.541008,01/04/2018 09:47,"(51.541008, -0.181808)",1127225
NW6 4AY,NW6  4AY,NW6 4AY,Jan-80,0,526204,184028,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000934,,E02000185,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.181575,Postcode Level,51.54105,01/04/2018 09:47,"(51.54105, -0.181575)",1127226
NW6 4BA,NW6  4BA,NW6 4BA,Aug-93,0,526225,184038,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000934,,E02000185,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.181269,Postcode Level,51.541135,01/04/2018 09:47,"(51.541135, -0.181269)",1127227
NW6 4BB,NW6  4BB,NW6 4BB,Jan-80,0,526253,184051,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000140,Kilburn,E92000001,England,E12000007,London,E14000727,Hampstead and Kilburn,E15000007,London,E16000047,Camden,E01000934,,E02000185,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.180861,Postcode Level,51.541245,01/04/2018 09:47,"(51.541245, -0.180861)",1127228
